,verb,noun,seq
666,,,What could be the possible reasons for this growth?
667,use,,What is the gelatin phantom used for?
668,,,What was the suspected diagnosis based on the MRI findings?
669,,,What is the AUC value for Day 1 and Day 3?
670,invade,gland,What type of cells are invading the parathyroid gland?
671,,,What is the purpose of the white boxes?
672,,,What are the three stains used?
673,indicate,,What does the nonenhancing necrotic area indicate?
674,,,What is the cause of the consolidation and adenopathy?
675,reveal,,What do the images reveal about the brain?
676,,,What is the difference in TAK1 expression between cancer cells and normal tissues?
677,harvest,,What organs were harvested at the end of the experiment?
678,,,What is the correlation between joint capsule repair and tactile sensitivity in the MCLT sham group?
679,have,effect,What effect did IDMF have on the granular layer and orthokeratosis?
680,,,What is the effect of EA pretreatment?
681,,,Is there any fluid observed in the image?
682,,,What is the difference between WT and RAGE-/- mice?
683,,,What is the purpose of the 11C-acetate uptake?
684,,,What are the ground-glass shadows in the image?
685,,,What are the factors that the PRGS is stratified by?
686,,,What is osseous bridging?
687,infer,,What can you infer about the tissue in the image?
688,contrast,datum,What is the relationship between the predicted MR fluid motion field data and the phase contrast MRI data?
689,,,Are there any medical devices or tubes visible in the image?
690,,,What is pulmonary interstitial emphysema?
691,undergo,,How many sessions did the patient undergo?
692,,,Is this image taken before or during the COVID pandemic?
693,show,,What type of stones are shown in the image?
694,,,What is the condition mentioned in the context?
695,,,What are the encircled areas in the image?
696,,,What is the characteristic feature of the tumor cell nuclei?
697,use,,How many classes are used for classification in this figure?
698,depict,,What type of inflammation is depicted?
699,,,What is the significance of the white/gray-matter amide proton exchange rates?
700,observe,,What changes are observed in the chest X-rays?
701,indicate,,What does the black arrowhead indicate?
702,,,What is the significance of the lack of inflammatory cells?
703,exclude,,How many participants were excluded?
704,,,What are the two histologic subtypes compared in the figure?
705,,,Is there any abnormality in the heart sound?
706,stand,,What does OARs stand for?
707,,,What is the appearance of the surface?
708,,,What is the gross view of the tumor showing?
709,,,Were all features considered in the S-Detect classification?
710,,,What is the significance of the residual mass?
711,,,What is the main finding in the histopathology image?
712,,,Is there a mass in the right ventricle?
713,compare,,What are the two images being compared?
714,,,What is the purpose of the autologous adipose-derived stromal cell injections?
715,describe,appearance,Can you describe the appearance of the epithelial cells?
716,,,What is Conn's adenoma?
717,indicate,,What do the red arrows indicate in the top panel?
718,have,kind,What kind of infection did the patient have?
719,tell,,What can you tell me about T2-weighted images?
720,,,What is the sample size of the MRI scans?
721,say,,What can you say about the correlation between the two methods?
722,,,What is the difference between the vehicle group and the arsanilic acid group?
723,,,What is the difference between lipomatous hypertrophy and normal subcutaneous fat in the image?
724,,,What is the effect of SLSO on the ovary?
725,,,What is the relation between the figure and COVID-19 RNA conversion?
726,,,What is the diameter of the contrast-enhanced area on the T1 MRI?
727,,,What is the difference between CD-fed and LD-fed rats?
728,indicate,,What do the pink nuclear signals indicate?
729,,,What is the condition of the pleura around the cavity?
730,,,What is the main focus of the scheme?
731,use,,What type of stain was used in the image?
732,stand,,What does LRFS stand for?
733,,,What about the straight arrow?
734,,,What are the main findings in the medulla?
735,perform,,What procedure was performed on the left common iliac artery and the external iliac artery?
736,say,,What can you say about the agreement between the two diagnostic methods?
737,,,What is the purpose of the correlation analysis?
738,happen,,What happened to the pulmonary edema after surgery?
739,show,,What do the FLAIR images show?
740,compare,,What are the two biomarkers being compared in the image?
741,,,What are the findings in orthostatic tremor patients compared to healthy controls?
742,,,What about the superficial layer?
743,,,What is the effect of deoxynivalenol exposure on the kidney?
744,,,What is the pulmonary window?
745,,,What type of cells are mainly present in the dermal inflammatory infiltrate?
746,,,What was the purpose of this study?
747,,,What were the results of the real-time PCR analysis?
748,,,What is the main difference between the vascular and avascular regions of the meniscus?
749,,,What is the difference between the control lenses and the dexamethasone-exposed lenses?
750,describe,,How is the mass described in terms of its appearance?
751,indicate,,What does the asterix indicate?
752,,,What is the first time point when pulmonary damage is noted?
753,,,What are the different types of staining used in the histological images?
754,,,What are the three major bands of enquiry?
755,,,What is the pooled hazard ratio for incident CKD in NAFLD versus non-NAFLD?
756,,,What are the staining techniques used in the slides?
757,appear,,How does pulmonary edema appear on a chest X-ray?
758,,,What is the significance of the abnormal origin of the right coronary artery?
759,,,Is this protocol specific to myocardial infarction?
760,do,,How did the sacral ala change in the follow-up FDG PET/CT?
761,,,Is there any indication of patellar tendinosis?
762,,,What was the condition before the follow-up MRI scan?
763,,,What is HRCT?
764,experience,condition,How long has the patient been experiencing this condition?
765,,,What is the significance of the gross specimen?
766,,,What was the diagnosis based on histopathological examination?
767,,,What is the purpose of aneurysm clips?
768,suggest,,What does the improvement in the K3 group suggest?
769,,,What are the two findings in the image?
770,,,What are the abbreviations mentioned in the figure?
771,,,Where is the tip of the catheter in the left internal jugular vein located?
772,use,,What type of visualization is used in this figure?
773,,,What is the difference between the two heart contours?
774,indicate,,What do the lines indicate?
775,increase,intensity,Which muscles have increased signal intensity?
