,verb,noun,seq
500,,,Is there any indication of surrounding tissue involvement or compression?
501,,,What about the pleural effusion? How does it look in the image?
502,describe,appearance,Can you describe the appearance of the left lower lobe atelectasis?
503,look,,How do the melanophores look in the image?
504,show,,What does Figure 3b show about the tumor and lung interaction?
505,describe,sub,Can you describe sub-figure (D)?
506,tell,,Can you tell me more about Figure 4M-4Q?
507,describe,sub,"Can you describe the fifth sub-figure, which represents the D + PD + 10−4 α-MSH group?"
508,tell,,"Finally, tell me about sub-figure D and its sub-parts."
509,represent,,How many samples are represented in each group?
510,change,,How does the number of granulocytes change during the first 7 days of life in the neonatal spleen?
511,,,How about the sub-figure with 8 components from PCA and LPP?
512,tell,,What can you tell me about the images in (Bi) and (Bii)?
513,describe,appearance,Can you describe the appearance of the proximal pole scaphoid necrosis in the T1w image?
514,,,What is the magnification and scale bar of these images?
515,identify,fiber,How can I identify the hypertrophic fibers in the image?
516,appear,,"How does the heart appear in this image, and why is that significant?"
517,appear,,How does the staining appear in the image?
518,describe,appearance,Can you describe the appearance of the cardiothoracic ratio in this image?
519,look,,How does the edema look in the image?
520,say,,What can you say about the lung tissue sub-figure?
521,describe,appearance,Can you describe the appearance of the hypodense cystic lesion?
522,tell,,Can you tell me more about the sub-figure showing GSDMD expression?
523,describe,appearance,Can you describe the appearance of the degenerated disc at L5-S1?
524,differ,,How does the 95% isodose map in the bottom right sub-figure differ from the 100% isodose map?
525,describe,location,Can you describe the location of the optical probe in relation to the microdialysis catheter?
526,look,,How does the heart look in the image?
527,describe,feature,"Finally, can you describe the features in sub-figure (c)?"
528,,,Is there any visible tumor in the image?
529,,,Are there any noticeable differences in the lung tissue?
530,describe,sub,"Finally, can you describe the sub-figures for patient #7?"
531,,,What changes are visible in the Day 86 sub-figure?
532,describe,appearance,Can you describe the appearance of the left apical bulge?
533,weight,,How does the T2 weighted imaging look?
534,,,What about the lung tissue in the MGC/CD-ic-PTX-treated group? Can you describe that sub-figure?
535,look,,How does the subserosa layer look in the image?
536,describe,distribution,Can you describe the distribution of abcb4 and claudin-5 in the zebrafish brain?
537,describe,image,Can you describe the type III lesion image for me?
538,,,What are the main aspects of the right sub-figure?
539,describe,result,Can you describe the segmentation results in more detail?
540,describe,presence,Can you describe the epithelial desquamation and heterophil presence after exocytosis?
541,look,,How does the reactive connective tissue in the lumen look like?
542,describe,appearance,Can you describe the appearance of the abnormal lymphocytes in the image?
543,,,What are the visual signs of leptomeningeal seeding in the image?
544,show,,How many subjects are shown in the image?
545,appear,,How do the ventricles appear in the presence of these air bubbles?
546,describe,aspect,Can you describe the main aspects of the left X-ray image?
547,describe,position,Can you describe the position of the right subclavian central venous catheter in the image?
548,describe,appearance,Can you describe the appearance of the fetal lobulations in the T1-weighted image?
549,,,What about the appearance of the liver tissue in the IHQD group?
550,describe,appearance,Can you describe the appearance of the loculated empyema in the image?
551,tell,,Can you tell me more about the colors used in the image?
552,,,What about the sub-figure for GATA-3Tg mice? What are the significant parts?
553,,,Are there any labels or units on the axes of the scatter plots?
554,describe,layout,Can you describe the overall layout of the image?
555,stand,,What stands out in sub-figure D?
556,describe,appearance,Can you describe the appearance of the homogenous shadow in more detail?
557,describe,column,Can you describe the first column of sub-figures?
558,describe,sub,Can you describe the sub-figure for the BMSC group?
559,describe,difference,Can you describe the differences between the uncorrected and motion-corrected PET images?
560,,,What about the muscle tissue in the sub-figure with electroporation treatment?
561,,,What could be the possible cause of the mild atrophy observed in both images?
562,appear,,How does the normal vasculature of the liver appear in the image?
563,tell,,What can you tell me about the revascularization in the -80°C and control groups?
564,,,How is the distance of the graft calculated from the anterior tibial cortex in sub-figure 2A?
565,,,Are there any other notable features in the chest X-ray?
566,observe,,What changes can be observed in the 30% BSFA-fed group's intestine?
567,describe,appearance,Can you describe the appearance of the epithelioid cells in more detail?
568,tell,,What can you tell me about the electrocardiogram?
569,describe,sub,"Finally, can you describe the heart tissue sub-figures?"
570,compare,,How does the right lung field compare to the left lung field in the image?
571,let,,"Let's assume there are three sub-figures (a), (b), and (c). Can you describe the differences between them?"
572,appear,,How large does the mass appear to be?
573,describe,image,Can you describe the main image at 40X magnification?
574,find,muscle,Where can I find the sternocleidomastoid (SCM) muscle in this image?
575,,,What about the sub-figure for the liver tissue?
576,,,How many curves are there in the ROC plot?
577,do,,What do the pre-operative MRI images in the sub-figure show?
578,provide,,What information is provided in sub-figures (f) and (g)?
579,describe,appearance,Can you describe the appearance of the gastric air under the right side of the diaphragm?
580,use,,What statistical methods were used to analyze the results?
581,identify,cell,How can I identify the Leydig cells in the image?
582,,,What is the significance of the variable number of active mammary glands per pregnancy/postpartum in mother ferrets?
